10.1103/PhysRevD.60.052003 n3o2
10.1103/PhysRevD.60.052003 b4h2
10.1103/PhysRevD.60.052003 p4e1
10.1103/PhysRevD.60.052003 x2y1
10.1103/PhysRevD.60.052003 p2j1
10.1103/PhysRevD.60.052003 j1m3
10.1103/PhysRevD.60.052003 j2x1
10.1103/PhysRevD.60.052003 w1s2
10.1103/PhysRevD.60.052003 y2s1
10.1103/PhysRevD.60.052003 k1h2
10.1103/PhysRevD.60.052002 j4j3
10.1103/PhysRevD.60.052001 y1s3
10.1103/PhysRevD.60.052001 s2s2
10.1103/PhysRevD.60.052001 t2w1
10.1103/PhysRevD.60.052001 x3a2
10.1103/PhysRevD.60.052001 c2a2
10.1103/PhysRevD.60.052001 q2d1
10.1103/PhysRevD.60.052001 n5h3
10.1103/PhysRevD.60.052001 r2x1
10.1103/PhysRevD.60.052001 g5u1
10.1103/PhysRevD.60.052001 n3o2
10.1103/PhysRevD.60.052001 b4h2
10.1103/PhysRevD.60.052001 p4e1
10.1103/PhysRevD.60.052001 x2y1
10.1103/PhysRevD.60.052001 p2j1
10.1103/PhysRevD.60.052001 j1m3
10.1103/PhysRevD.60.052001 j2x1
10.1103/PhysRevD.60.052001 w1s2
10.1103/PhysRevD.60.052001 d1n3
10.1103/PhysRevD.60.052001 y2s1
10.1103/PhysRevD.60.052001 k1h2
10.1103/PhysRevB.40.12304 o2z1
10.1103/PhysRevB.40.12304 w4c3
10.1103/PhysRevC.49.1059 t3g3
10.1103/PhysRevC.49.1059 s2v3
10.1103/PhysRevC.49.1059 z2u1
10.1103/PhysRevD.59.032002 m3o2
10.1103/PhysRevD.59.032002 f4y2
10.1103/PhysRevA.36.655 x2s3
10.1103/PhysRevA.36.655 o6m2
10.1103/PhysRevA.36.655 u3n1
10.1103/PhysRevB.61.6689 h3t3
10.1103/PhysRevB.61.6689 p4h1
10.1103/PhysRevB.61.6689 d1y1
10.1103/PhysRevC.39.1623 s4p3
10.1103/PhysRevC.39.1623 g4u1
10.1103/PhysRevC.51.3532 o2z3
10.1103/PhysRevC.51.3532 n6m2
10.1103/PhysRevC.27.1328 t3j3
10.1103/PhysRevC.27.1328 r6v3
10.1103/PhysRevB.8.593 j6j1
10.1103/PhysRevB.8.593 e2l2
10.1103/PhysRevLett.73.3331 r3g1
10.1103/PhysRevLett.73.3331 k2j3
10.1103/PhysRevB.49.13685 a2o1
10.1103/PhysRevB.49.13685 f4a2
10.1103/PhysRevD.63.015008 p1q2
10.1103/PhysRevD.63.015008 q2n2
10.1103/PhysRevD.63.015008 d1s2
10.1103/PhysRevB.64.064408 c2o2
10.1103/PhysRevD.60.115004 o1y2
10.1103/PhysRevD.60.115004 v5g1
10.1103/PhysRevD.60.115004 e4x3
10.1103/PhysRevD.43.1355 k6y1
10.1103/PhysRevD.43.1355 a5o1
10.1103/PhysRevC.38.558 v4f1
10.1103/PhysRevC.38.558 c4c2
10.1103/PhysRevC.38.558 a1w3
10.1103/PhysRevC.38.558 p4m1
10.1103/PhysRevD.29.96 x2w2
10.1103/PhysRevD.29.96 a6l2
10.1103/PhysRevB.68.115417 t5f1
10.1103/PhysRevD.48.3478 x4f2
10.1103/PhysRevD.48.3478 y1s2
10.1103/PhysRevA.14.2373 w4l1
10.1103/PhysRevA.14.2373 e6h3
10.1103/PhysRevA.14.2373 x1k2
10.1103/PhysRevE.51.3670 g3w2
10.1103/PhysRevE.51.3670 p6k2
10.1103/PhysRevLett.86.3500 x3c3
10.1103/PhysRevLett.86.3500 c3r2
10.1103/PhysRevLett.86.3500 l3p2
10.1103/PhysRevLett.86.3500 r5a1
10.1103/PhysRevLett.86.3500 h2m3
10.1103/PhysRevLett.86.3500 f3z2
10.1103/PhysRevLett.86.3500 r6v3
10.1103/PhysRevLett.86.3500 u2q1
10.1103/PhysRevLett.86.3500 g4g3
10.1103/PhysRevLett.86.3500 y6t1
10.1103/PhysRevLett.86.3500 x2w2
10.1103/PhysRevA.16.1986 b2a2
10.1103/PhysRevA.16.1986 c4c2
10.1103/PhysRevA.16.1986 l4h1
10.1103/PhysRevA.16.1986 d6n2
10.1103/PhysRevD.18.2262 u2b2
10.1103/PhysRevD.18.2262 c5t2
10.1103/PhysRevLett.25.386 l1p1
10.1103/PhysRevLett.25.386 r6v3
10.1103/PhysRevLett.25.386 y4f2
10.1103/PhysRevA.63.042708 f2u3
10.1103/PhysRevA.63.042708 x5g3
10.1103/PhysRevA.43.1455 x5c1
10.1103/PhysRevA.43.1455 a4p1
10.1103/PhysRevA.43.1455 c5v3
10.1103/PhysRevA.43.1455 k4p1
10.1103/PhysRevA.43.1455 j5x2
10.1103/PhysRevA.43.1455 y4d1
10.1103/PhysRevB.61.43 t6y3
10.1103/PhysRevB.61.43 n1h2
10.1103/PhysRevA.63.042706 y3f3
10.1103/PhysRevA.63.042706 n6q1
10.1103/PhysRevA.63.042706 n5b3
10.1103/PhysRevA.63.042706 q1v3
10.1103/PhysRevB.55.15060 j3v3
10.1103/PhysRevB.55.15060 h5w1
10.1103/PhysRevC.15.1852 d6l3
10.1103/PhysRevC.15.1852 k5v1
10.1103/PhysRevC.15.1852 b4p2
10.1103/PhysRevC.15.1852 d6n3
10.1103/PhysRevA.44.4379 k4p1
10.1103/PhysRevA.44.4379 x5c1
10.1103/PhysRevA.44.4379 a4p1
10.1103/PhysRevA.44.4379 j5x2
10.1103/PhysRevA.44.4379 c5v3
10.1103/PhysRevB.64.052407 n6f2
10.1103/PhysRevB.64.052407 r5a3
10.1103/PhysRevD.63.027301 u6a3
10.1103/PhysRevD.63.027301 o2d1
10.1103/PhysRevD.64.114018 p6x2
10.1103/PhysRevD.64.114018 a6w1
10.1103/PhysRevB.39.6140 p5d1
10.1103/PhysRevB.5.2130 o3p1
10.1103/PhysRevB.5.2130 w6z1
10.1103/PhysRevB.38.2509 y2a3
10.1103/PhysRevB.38.2509 d3q2
10.1103/PhysRevB.38.2509 q3c3
10.1103/PhysRevLett.67.196 h5k1
10.1103/PhysRevB.30.7307 l2n1
10.1103/PhysRevB.30.7307 r6m1
10.1103/PhysRevC.35.1463 e2w3
10.1103/PhysRevC.46.370 t3j2
10.1103/PhysRevC.46.370 h6s2
10.1103/PhysRevD.37.3582 j6a2
10.1103/PhysRevLett.91.216603 w6u1
10.1103/PhysRevLett.91.216603 o6p3
10.1103/PhysRevLett.91.216603 p2w2
10.1103/PhysRevA.47.3417 o3f3
10.1103/PhysRevC.65.034007 y3o2
10.1103/PhysRevC.65.034007 p3k1
10.1103/PhysRevC.45.2238 t3j2
10.1103/PhysRevC.45.2238 h6s2
10.1103/PhysRevD.39.3096 x1r3
10.1103/PhysRevLett.47.1238 z2n2
10.1103/PhysRevLett.47.1238 b2q2
10.1103/PhysRevLett.47.1238 f2c2
10.1103/PhysRevLett.87.045503 l1b2
10.1103/PhysRevLett.76.3293 z4k1
10.1103/PhysRevB.42.8882 k4p1
10.1103/PhysRevE.64.026110 g1n3
10.1103/PhysRevE.64.026110 k4u1
10.1103/PhysRevE.64.026110 h2l1
10.1103/PhysRevC.41.2943 l6r3
10.1103/PhysRevC.70.041901 g6t3
10.1103/PhysRevC.70.041901 h2c1
10.1103/PhysRevC.70.041901 e4v2
10.1103/PhysRevC.70.041901 r4w1
10.1103/PhysRevC.70.041901 a5d1
10.1103/PhysRevC.70.041901 r6u3
10.1103/PhysRevC.70.041901 s1l2
10.1103/PhysRevC.70.041901 c2o3
10.1103/PhysRevC.70.041901 t6m3
10.1103/PhysRevC.70.041901 p1o2
10.1103/PhysRevC.70.041901 j5m3
10.1103/PhysRevC.70.041901 r2g3
10.1103/PhysRevC.70.041901 t4w2
10.1103/PhysRevC.70.041901 m6k1
10.1103/PhysRevC.70.041901 w1k1
10.1103/PhysRevC.70.041901 h3q2
10.1103/PhysRevC.70.041901 x4a2
10.1103/PhysRevC.70.041901 w2c1
10.1103/PhysRevC.70.041901 d5x1
10.1103/PhysRevC.70.041901 u4m2
10.1103/PhysRevC.70.041901 n6c3
10.1103/PhysRevC.70.041901 p5o3
10.1103/PhysRevC.70.041901 d1x1
10.1103/PhysRevC.70.041901 k4q3
10.1103/PhysRevC.70.041901 p4o2
10.1103/PhysRevC.70.041901 j2v2
10.1103/PhysRevC.70.041901 e3h2
10.1103/PhysRevC.70.041901 c4l2
10.1103/PhysRevC.70.041901 k6p3
10.1103/PhysRevC.70.041901 g4j2
10.1103/PhysRevC.70.041901 c3g1
10.1103/PhysRevC.70.041901 k2q1
10.1103/PhysRevC.70.041901 h1y1
10.1103/PhysRevC.70.041901 f4d1
10.1103/PhysRevC.70.041901 d5s1
10.1103/PhysRevC.70.041901 f2r3
10.1103/PhysRevC.70.041901 o2z3
10.1103/PhysRevC.70.041901 u6d1
10.1103/PhysRevC.70.041901 g5u1
10.1103/PhysRevC.70.041901 c4z3
10.1103/PhysRevC.70.041901 r4q2
10.1103/PhysRevC.70.041901 c1f2
10.1103/PhysRevC.70.041901 p6k2
10.1103/PhysRevA.42.1687 z4k1
10.1103/PhysRevE.62.R3051 z6e2
10.1103/PhysRevE.62.R3051 t5v1
10.1103/PhysRevE.62.R3051 s3l1
10.1103/PhysRevA.56.2455 l4t1
10.1103/PhysRevA.56.2455 o4a1
10.1103/PhysRevA.56.2455 l2j2
10.1103/PhysRevB.16.1765 m5k3
10.1103/PhysRevB.16.1765 r1f3
10.1103/PhysRevB.16.1765 v1o1
10.1103/PhysRevD.49.4659 a1z1
10.1103/PhysRevD.49.4659 e6n1
10.1103/PhysRevD.49.4659 o2d3
10.1103/PhysRevB.12.4338 u4q1
10.1103/PhysRevB.12.4338 t2a2
10.1103/PhysRevD.12.2090 s5c2
10.1103/PhysRevC.54.2081 m5s3
10.1103/PhysRevC.54.2081 g5e3
10.1103/PhysRevC.54.2081 k5v1
10.1103/PhysRevC.54.2081 j2x1
10.1103/PhysRevB.14.2692 j5l2
10.1103/PhysRevB.14.2692 j6j1
10.1103/PhysRevB.64.094423 r3f3
10.1103/PhysRevB.64.094423 m4p2
10.1103/PhysRevLett.84.826 r5d3
10.1103/PhysRevLett.84.826 v1c3
10.1103/PhysRevLett.84.826 h6m2
10.1103/PhysRevLett.84.826 q5w2
10.1103/PhysRevB.34.8528 z6o1
10.1103/PhysRevB.34.8528 n4u1
10.1103/PhysRevD.30.1750 p1j1
10.1103/PhysRevE.56.2702 p5d3
10.1103/PhysRevE.57.6195 e4p2
10.1103/PhysRevE.57.6195 y5a3
10.1103/PhysRevLett.80.2063 n5h3
10.1103/PhysRevLett.80.2063 x2y1
10.1103/PhysRevLett.80.2063 w1s2
10.1103/PhysRevLett.80.2063 d1n3
10.1103/PhysRevLett.80.2063 s2s2
10.1103/PhysRevLett.80.2063 j2x1
10.1103/PhysRevLett.80.2063 x3a2
10.1103/PhysRevLett.80.2063 b4h2
10.1103/PhysRevLett.80.2063 p4e1
10.1103/PhysRevLett.80.2063 j1m3
10.1103/PhysRevLett.80.2063 a2p2
10.1103/PhysRevLett.80.2063 y1s3
10.1103/PhysRevLett.80.2063 q2d1
10.1103/PhysRevLett.80.2063 t2w1
10.1103/PhysRevLett.80.2063 r2x1
10.1103/PhysRevLett.80.2063 p2j1
10.1103/PhysRevLett.80.2063 y2s1
10.1103/PhysRevLett.80.2063 k1h2
10.1103/PhysRevLett.80.2063 c2a2
10.1103/PhysRevLett.80.2063 g5u1
10.1103/PhysRevLett.80.2063 r6b3
10.1103/PhysRevLett.80.2063 n3o2
10.1103/PhysRevB.4.1220 t5z3
10.1103/PhysRevB.4.1220 u4q1
10.1103/PhysRevD.25.897 f4y2
10.1103/PhysRevLett.52.713 p2t1
10.1103/PhysRevLett.52.713 c4v2
10.1103/PhysRevC.53.1001 o2z3
10.1103/PhysRevC.53.1001 n6m2
10.1103/PhysRevC.53.1001 x3x2
10.1103/PhysRevC.53.1009 j2a2
10.1103/PhysRevC.53.1009 x4v1
10.1103/PhysRevC.53.1009 j6v2
10.1103/PhysRevC.53.1009 g5s3
10.1103/PhysRevC.53.1009 p5d2
10.1103/PhysRevB.56.14871 a4k3
10.1103/PhysRevB.56.14871 l2q3
10.1103/PhysRevB.56.14871 e6s3
10.1103/PhysRevA.43.819 v2p3
10.1103/PhysRevC.21.1124 z4q3
10.1103/PhysRevC.21.1124 c6d3
10.1103/PhysRevC.21.1124 e2v2
10.1103/PhysRevE.65.021912 s1z3
10.1103/PhysRevC.21.1120 w1d2
10.1103/PhysRevC.21.1120 v3p2
10.1103/PhysRevB.62.13604 q1b2
10.1103/PhysRevB.62.13604 f2z1
10.1103/PhysRevB.62.13604 u4w2
10.1103/PhysRevD.9.844 y1w2
10.1103/PhysRevD.9.844 f3e3
10.1103/PhysRevC.44.2181 j2p1
10.1103/PhysRevD.52.2312 h6j2
10.1103/PhysRevB.46.6236 v3n1
10.1103/PhysRevB.46.6236 f2b1
10.1103/PhysRevB.46.6236 r4q3
10.1103/PhysRevD.55.2501 w5t1
10.1103/PhysRevA.48.2276 g4l1
10.1103/PhysRevA.48.2276 q3v3
10.1103/PhysRevB.38.170 u3s1
10.1103/PhysRevB.38.170 u2b3
10.1103/PhysRevB.38.170 o2l2
10.1103/PhysRevB.38.170 x2x1
10.1103/PhysRevB.56.10172 m4t3
10.1103/PhysRevB.56.10172 y4o2
10.1103/PhysRevB.56.10172 r1f3
10.1103/PhysRevD.52.1659 y6r3
10.1103/PhysRevB.9.3935 q4a1
10.1103/PhysRevB.9.3935 r6l1
10.1103/PhysRevB.58.3377 l2q3
10.1103/PhysRevB.58.3377 a4k3
10.1103/PhysRevB.58.3377 v6p1
10.1103/PhysRevB.58.3377 b4v1
10.1103/PhysRevB.58.3377 u2b3
10.1103/PhysRevB.58.3377 e3q1
10.1103/PhysRevB.58.3377 c1g1
10.1103/PhysRevB.58.3377 u1d3
10.1103/PhysRevB.58.3377 e6s3
10.1103/PhysRevB.69.144509 w2z1
10.1103/PhysRevB.69.144509 r3t3
10.1103/PhysRevD.70.104010 r6g1
10.1103/PhysRevD.70.104010 d6s3
10.1103/PhysRevD.52.518 w3d2
10.1103/PhysRevD.52.518 f4y2
10.1103/PhysRevB.69.195304 w1g1
10.1103/PhysRevB.69.195304 m2t1
10.1103/PhysRevB.69.195304 c3o1
10.1103/PhysRevE.69.031304 n3y3
10.1103/PhysRevE.69.031304 y1o1
10.1103/PhysRevD.4.2768 q5x3
10.1103/PhysRevD.4.2768 l6m2
10.1103/PhysRevLett.28.1005 z2s2
10.1103/PhysRevC.51.1568 h2q2
10.1103/PhysRevC.51.1568 g2k2
10.1103/PhysRevD.21.2548 g1e3
10.1103/PhysRevD.21.2548 f4y2
10.1103/PhysRevE.63.016213 e5n1
10.1103/PhysRevD.40.4111 a5o1
10.1103/PhysRevD.40.4111 s4l3
10.1103/PhysRevB.38.715 u5a3
10.1103/PhysRevB.38.715 b6q3
10.1103/PhysRevLett.63.2349 g6t3
10.1103/PhysRevLett.63.2349 l3t2
10.1103/PhysRevLett.63.2349 l5l1
10.1103/PhysRevLett.63.2349 d6g3
10.1103/PhysRevLett.63.2349 p5c3
10.1103/PhysRevLett.63.2349 m1k1
10.1103/PhysRevLett.63.2349 e6j1
10.1103/PhysRevLett.63.2349 r4m2
10.1103/PhysRevLett.63.2349 j2k2
10.1103/PhysRevLett.63.2349 s2s2
10.1103/PhysRevLett.63.2349 n5z3
10.1103/PhysRevLett.63.2349 z2a2
10.1103/PhysRevLett.63.2349 p4e1
10.1103/PhysRevLett.63.2349 u4m3
10.1103/PhysRevLett.63.2349 w3l3
10.1103/PhysRevLett.63.2349 a2p2
10.1103/PhysRevLett.63.2349 w1l1
10.1103/PhysRevLett.63.2349 s1m1
10.1103/PhysRevLett.63.2349 g4j2
10.1103/PhysRevLett.63.2349 g1d3
10.1103/PhysRevLett.63.2349 n4w2
10.1103/PhysRevLett.63.2349 f4s3
10.1103/PhysRevLett.63.2349 a4e1
10.1103/PhysRevLett.63.2349 d2z2
10.1103/PhysRevLett.63.2349 y4k1
10.1103/PhysRevLett.63.2349 u6u2
10.1103/PhysRevLett.63.2349 a5a2
10.1103/PhysRevLett.63.2349 p5s1
10.1103/PhysRevLett.63.2349 q1z3
10.1103/PhysRevLett.63.2349 l4e2
10.1103/PhysRevLett.63.2349 a5v2
10.1103/PhysRevLett.63.2349 a1h1
10.1103/PhysRevLett.63.2349 j4h3
10.1103/PhysRevLett.63.2349 n3k1
10.1103/PhysRevLett.63.2349 a3f1
10.1103/PhysRevLett.63.2349 f1f1
10.1103/PhysRevLett.63.2349 z6f2
10.1103/PhysRevLett.63.2349 y6y1
10.1103/PhysRevD.35.965 j6j2
10.1103/PhysRevB.13.3192 k2t3
10.1103/PhysRevC.64.064310 z6d3
10.1103/PhysRevC.64.064310 h6y2
10.1103/PhysRevB.27.5116 r1f3
10.1103/PhysRevE.63.067101 l4f3
10.1103/PhysRevLett.24.910 d4d3
10.1103/PhysRevLett.24.910 b2e2
10.1103/PhysRevD.57.3971 c2f2
10.1103/PhysRevD.57.3971 a5t3
10.1103/PhysRevB.39.10300 v5o2
10.1103/PhysRevB.39.10300 h6x3
10.1103/PhysRevB.39.10300 n2f1
10.1103/PhysRevLett.80.650 w2b2
10.1103/PhysRevLett.80.650 h2e3
10.1103/PhysRevD.64.092004 y1s3
10.1103/PhysRevD.64.092004 s2s2
10.1103/PhysRevD.64.092004 t2w1
10.1103/PhysRevD.64.092004 q2d1
10.1103/PhysRevD.64.092004 r2x1
10.1103/PhysRevD.64.092004 g5u1
10.1103/PhysRevD.64.092004 b4h2
10.1103/PhysRevD.64.092004 p4e1
10.1103/PhysRevD.64.092004 m5r2
10.1103/PhysRevD.64.092004 x2y1
10.1103/PhysRevD.64.092004 p2j1
10.1103/PhysRevD.64.092004 p2q3
10.1103/PhysRevD.64.092004 a4d2
10.1103/PhysRevD.64.092004 j1m3
10.1103/PhysRevD.64.092004 j2x1
10.1103/PhysRevD.64.092004 y2s1
10.1103/PhysRevLett.80.654 w6u1
10.1103/PhysRevC.17.827 p5u1
10.1103/PhysRevD.55.7693 s6a3
10.1103/PhysRevD.55.7693 b5y1
10.1103/PhysRevD.55.7693 t5c2
10.1103/PhysRevD.12.2523 v1a3
10.1103/PhysRevD.12.2523 r2e3
10.1103/PhysRevD.12.2523 y3s2
10.1103/PhysRevB.65.214204 t3r1
10.1103/PhysRevB.65.214204 f4p3
10.1103/PhysRevB.65.214204 c4w1
10.1103/PhysRevB.65.214204 u5e2
10.1103/PhysRevA.47.597 z4k1
10.1103/PhysRevC.63.034604 w4v3
10.1103/PhysRevC.63.034604 r6u1
10.1103/PhysRevC.63.034604 b2w2
10.1103/PhysRevB.7.2626 u3q3
10.1103/PhysRevB.7.2626 j3p2
10.1103/PhysRevD.50.3468 g5m2
10.1103/PhysRevD.50.3468 h2q3
10.1103/PhysRevD.50.3468 o5k1
10.1103/PhysRevD.62.044001 n6z2
10.1103/PhysRevB.46.5766 o3g2
10.1103/PhysRevB.46.5766 s4r1
10.1103/PhysRevB.46.5766 z1n3
10.1103/PhysRevB.46.5766 b4z1
10.1103/PhysRevB.46.5766 j3k3
10.1103/PhysRevB.46.5766 c1g1
10.1103/PhysRevB.46.5766 o1z1
10.1103/PhysRevA.21.1256 g3g1
10.1103/PhysRevA.21.1256 e2o1
10.1103/PhysRevD.67.044005 e2c2
10.1103/PhysRevD.67.044005 c5z2
10.1103/PhysRevD.67.044005 d5u1
10.1103/PhysRevB.46.5769 n6s2
10.1103/PhysRevB.21.4829 p2r3
10.1103/PhysRevB.21.4829 u4b1
10.1103/PhysRevB.21.4829 c6d2
10.1103/PhysRevC.51.318 g4n2
10.1103/PhysRevC.51.318 w3e3
10.1103/PhysRevC.51.318 m2n3
10.1103/PhysRevLett.75.4075 e6l3
10.1103/PhysRevLett.75.4075 v4n3
10.1103/PhysRevLett.75.4075 q1q2
10.1103/PhysRevLett.75.4075 x6a3
10.1103/PhysRevB.66.064212 y6c1
10.1103/PhysRevB.66.064212 d1p3
10.1103/PhysRevB.66.064212 e2e1
10.1103/PhysRevC.49.541 y2q2
10.1103/PhysRevC.49.541 k5o1
10.1103/PhysRevC.49.541 t3j3
10.1103/PhysRevC.49.541 q4s2
10.1103/PhysRevB.56.1001 b4y1
10.1103/PhysRevB.56.1001 g1g1
10.1103/PhysRevB.56.1001 n6g3
10.1103/PhysRevD.41.809 o4d1
10.1103/PhysRevD.41.809 p2t1
10.1103/PhysRevLett.57.3101 v4p3
10.1103/PhysRevLett.57.3101 s5t2
10.1103/PhysRevD.51.1314 v1v3
10.1103/PhysRevD.51.1314 r5g2
10.1103/PhysRevD.51.1314 z2e2
10.1103/PhysRevLett.76.3460 j1x2
10.1103/PhysRevLett.76.3460 x3m1
10.1103/PhysRevD.67.116005 a3h1
10.1103/PhysRevB.32.4212 u2b3
10.1103/PhysRevB.32.4212 v6p1
10.1103/PhysRevB.32.4212 e6s3
10.1103/PhysRevE.64.016219 t3j2
10.1103/PhysRevE.64.016219 w1k2
10.1103/PhysRevB.63.224516 g5r2
10.1103/PhysRevA.27.3328 l1j3
10.1103/PhysRevA.27.3328 z2e1
10.1103/PhysRevA.27.3328 r6p3
10.1103/PhysRevA.64.042709 d5f1
10.1103/PhysRevA.64.042709 d6r2
10.1103/PhysRevB.55.14100 b4z1
10.1103/PhysRevB.55.14100 j4z2
10.1103/PhysRevA.18.2170 h1m3
10.1103/PhysRevD.56.2035 r5d3
10.1103/PhysRevD.56.2035 v1c3
10.1103/PhysRevD.56.2035 q5w2
10.1103/PhysRevC.67.014321 z6z2
10.1103/PhysRevC.67.014321 m3g1
10.1103/PhysRevC.67.014321 n6m2
10.1103/PhysRevC.56.3242 x6o2
10.1103/PhysRevC.56.3242 h2q2
10.1103/PhysRevC.56.3242 q4q3
10.1103/PhysRevC.67.014325 u1x2
10.1103/PhysRevC.67.014325 z2f3
10.1103/PhysRevC.67.014325 o6v3
10.1103/PhysRevC.67.014325 z1a3
10.1103/PhysRevC.67.014325 s3b2
10.1103/PhysRevC.67.014325 b3a3
10.1103/PhysRevC.67.014325 a6k1
10.1103/PhysRevC.67.014325 m2k2
10.1103/PhysRevC.67.014325 o2z3
10.1103/PhysRevC.67.014325 k2q1
10.1103/PhysRevC.67.014325 r3v3
10.1103/PhysRevC.67.014325 z6d3
10.1103/PhysRevC.67.014325 e2m2
10.1103/PhysRevC.67.014325 q2o3
10.1103/PhysRevC.67.014325 p5a2
10.1103/PhysRevC.67.014325 n6m2
10.1103/PhysRevB.50.9743 b5n3
10.1103/PhysRevB.50.9743 p1w3
10.1103/PhysRevB.50.9743 c5m3
10.1103/PhysRevC.56.3248 t3g3
10.1103/PhysRevC.56.3248 k3m2
10.1103/PhysRevE.48.1015 d5a3
10.1103/PhysRevD.53.2809 o4d1
10.1103/PhysRevD.53.2809 b1e2
10.1103/PhysRevD.53.2809 k2j3
10.1103/PhysRevD.53.2809 y2p2
10.1103/PhysRevE.53.1998 d5a3
10.1103/PhysRevB.59.4766 n1h3
10.1103/PhysRevB.59.4766 s5t2
10.1103/PhysRevA.36.5087 b4l3
10.1103/PhysRevA.36.5087 t5p3
10.1103/PhysRevB.33.4327 d6l2
10.1103/PhysRevB.33.4327 m2f3
10.1103/PhysRevA.48.2475 d5g3
10.1103/PhysRevA.48.2475 c2o3
10.1103/PhysRevB.35.4519 k3t2
10.1103/PhysRevB.35.4519 r5k1
10.1103/PhysRevB.35.4519 q5k3
10.1103/PhysRevLett.84.4681 w6u1
10.1103/PhysRevLett.84.4681 p2w2
10.1103/PhysRevD.40.3074 n6g1
10.1103/PhysRevD.40.3074 f4y2
10.1103/PhysRevB.65.096502 v6a3
10.1103/PhysRevB.65.096502 h1u1
10.1103/PhysRevB.65.096502 x4l3
10.1103/PhysRevB.34.8202 g1f3
10.1103/PhysRevB.34.8202 s2y1
10.1103/PhysRevD.62.093020 g3n1
10.1103/PhysRevD.62.093020 k3c1
10.1103/PhysRevD.62.093020 m5z1
10.1103/PhysRevB.4.1794 o1h1
10.1103/PhysRevB.4.1794 y1y2
10.1103/PhysRevC.18.1917 v6v2
10.1103/PhysRevC.18.1917 v4f1
10.1103/PhysRevC.18.1917 b6x2
10.1103/PhysRevA.49.5131 g4l1
10.1103/PhysRevA.49.5131 h1s1
10.1103/PhysRevA.49.5131 l2r2
10.1103/PhysRevD.29.1020 j6u3
10.1103/PhysRevD.29.1020 y2x3
10.1103/PhysRevD.29.1022 v6y1
10.1103/PhysRevD.29.1022 v1a3
10.1103/PhysRevD.29.1022 r2e3
10.1103/PhysRevD.29.1022 s2g1
10.1103/PhysRevLett.85.1432 q1r3
10.1103/PhysRevD.13.2846 a2m3
10.1103/PhysRevD.13.2846 t5h2
10.1103/PhysRevA.45.1523 j3r1
10.1103/PhysRevA.45.1523 s2f3
10.1103/PhysRevA.45.1523 w1w2
10.1103/PhysRevLett.76.235 x2m1
10.1103/PhysRevA.51.1597 k6f1
10.1103/PhysRevA.51.1597 m1l1
10.1103/PhysRevD.66.084006 d6s3
10.1103/PhysRevD.66.084006 w5w2
10.1103/PhysRevD.66.084006 f5v3
10.1103/PhysRevE.55.2013 n4d2
10.1103/PhysRevE.55.2013 e5w2
10.1103/PhysRevA.49.1908 r5o2
10.1103/PhysRevA.49.1908 h4e1
10.1103/PhysRevA.49.1908 h5d3
10.1103/PhysRevA.49.1908 y4f2
10.1103/PhysRevB.52.1362 t1z3
10.1103/PhysRevB.52.1362 x4a1
10.1103/PhysRevB.52.1362 z1n3
10.1103/PhysRevB.52.1362 j3k3
10.1103/PhysRevB.52.1362 b4v1
10.1103/PhysRevB.52.1362 v1r2
10.1103/PhysRevB.52.1362 c1g1
10.1103/PhysRevB.52.1362 o1z1
10.1103/PhysRevA.30.3066 p6a1
10.1103/PhysRevB.52.1368 v4n3
10.1103/PhysRevB.52.1368 r5c1
10.1103/PhysRevB.52.1368 x6a3
10.1103/PhysRevB.52.1368 q1q2
10.1103/PhysRevB.69.054430 r4q3
10.1103/PhysRevB.69.054430 e3q1
10.1103/PhysRevB.69.054430 g1t1
10.1103/PhysRevB.69.054434 n6m3
10.1103/PhysRevA.48.2786 s2f3
10.1103/PhysRevA.48.2786 e4q2
10.1103/PhysRevD.50.2109 k3c1
10.1103/PhysRevD.50.2109 d5t2
10.1103/PhysRevD.50.2109 p5g2
10.1103/PhysRevB.14.846 z4k1
10.1103/PhysRevC.50.1219 k3r1
10.1103/PhysRevC.50.1219 x4v1
10.1103/PhysRevC.50.1219 j6v2
10.1103/PhysRevB.52.13471 y4o2
10.1103/PhysRevB.52.13471 v2o2
10.1103/PhysRevB.52.13471 r1f3
10.1103/PhysRevB.52.13471 m1d1
10.1103/PhysRevE.64.056139 y5z1
10.1103/PhysRevE.64.056139 s5t2
10.1103/PhysRevE.64.056139 d1f2
10.1103/PhysRevA.45.1787 z4k1
10.1103/PhysRevA.37.4030 p5r3
10.1103/PhysRevA.37.4030 x1x1
10.1103/PhysRevE.68.066121 u4v1
10.1103/PhysRevE.68.066121 r3r2
10.1103/PhysRevLett.80.1924 c6r2
10.1103/PhysRevA.43.6393 h5m2
10.1103/PhysRevE.51.R2705 p6g2
10.1103/PhysRevE.51.R2705 f2c2
10.1103/PhysRevLett.86.1570 z3r1
10.1103/PhysRevLett.86.1570 m5y2
10.1103/PhysRevLett.86.1570 o2c1
10.1103/PhysRevLett.86.1570 l3x1
10.1103/PhysRevLett.86.1570 f5y2
10.1103/PhysRevLett.47.213 w1f3
10.1103/PhysRevB.57.13363 k4u3
10.1103/PhysRevB.57.13363 n4p1
10.1103/PhysRevB.57.13363 l2d1
10.1103/PhysRevA.43.6395 v3w1
10.1103/PhysRevA.43.6395 g3y3
10.1103/PhysRevD.61.087304 t6s2
10.1103/PhysRevD.61.087304 d6p1
