10.1103/PhysRevA.36.5626 x2s3
10.1103/PhysRevA.36.5626 u3n1
10.1103/PhysRevA.36.5626 b5b2
10.1103/PhysRevC.37.873 e2h2
10.1103/PhysRevC.37.873 y5t2
10.1103/PhysRevC.37.873 w3y2
10.1103/PhysRevC.9.2297 k3r1
10.1103/PhysRevC.9.2297 j2a2
10.1103/PhysRevD.62.045023 c4g3
10.1103/PhysRevD.50.930 u3x2
10.1103/PhysRevD.49.5382 a5o1
10.1103/PhysRevD.49.5382 b2j3
10.1103/PhysRevA.40.6831 p5u1
10.1103/PhysRevA.40.6834 x5m2
10.1103/PhysRevA.40.6834 j2v3
10.1103/PhysRevA.40.6834 g1h1
10.1103/PhysRevA.45.2593 e6v1
10.1103/PhysRevA.45.2593 t6f2
10.1103/PhysRevE.69.057301 a5j3
10.1103/PhysRevE.48.2402 r6a2
10.1103/PhysRevE.48.2402 b6c2
10.1103/PhysRevC.60.014905 l3p2
10.1103/PhysRevC.60.014905 f3z2
10.1103/PhysRevC.60.014905 o6j3
10.1103/PhysRevC.60.014905 u2q1
10.1103/PhysRevLett.80.97 c4t3
10.1103/PhysRevLett.80.97 h4g3
10.1103/PhysRevLett.80.97 u6k1
10.1103/PhysRevE.62.1509 b2d1
10.1103/PhysRevE.62.1509 r6a2
10.1103/PhysRevB.54.7816 b1p3
10.1103/PhysRevB.54.7816 c2o2
10.1103/PhysRevD.59.045014 e5w3
10.1103/PhysRevE.65.036227 d5h3
10.1103/PhysRevE.65.036227 m2y1
10.1103/PhysRevA.59.3105 o4a1
10.1103/PhysRevA.59.3105 r2d2
10.1103/PhysRevA.59.3105 l2j2
10.1103/PhysRevA.59.3105 l4t1
10.1103/PhysRevA.59.3105 m3e2
10.1103/PhysRevA.59.3105 u5g1
10.1103/PhysRevC.58.320 f2l1
10.1103/PhysRevC.58.320 g2k2
10.1103/PhysRevD.5.610 y2p2
10.1103/PhysRevA.29.1571 s5t2
10.1103/PhysRevD.41.2057 g6t3
10.1103/PhysRevD.41.2057 l3t2
10.1103/PhysRevD.41.2057 l5l1
10.1103/PhysRevD.41.2057 d6g3
10.1103/PhysRevD.41.2057 p5c3
10.1103/PhysRevD.41.2057 m1k1
10.1103/PhysRevD.41.2057 e6j1
10.1103/PhysRevD.41.2057 r4m2
10.1103/PhysRevD.41.2057 j2k2
10.1103/PhysRevD.41.2057 s2s2
10.1103/PhysRevD.41.2057 n5z3
10.1103/PhysRevD.41.2057 z2a2
10.1103/PhysRevD.41.2057 p4e1
10.1103/PhysRevD.41.2057 u4m3
10.1103/PhysRevD.41.2057 w3l3
10.1103/PhysRevD.41.2057 a2p2
10.1103/PhysRevD.41.2057 w1l1
10.1103/PhysRevD.41.2057 s1m1
10.1103/PhysRevD.41.2057 g4j2
10.1103/PhysRevD.41.2057 n4w2
10.1103/PhysRevD.41.2057 f4s3
10.1103/PhysRevD.41.2057 a4e1
10.1103/PhysRevD.41.2057 d2z2
10.1103/PhysRevD.41.2057 y4k1
10.1103/PhysRevD.41.2057 u6u2
10.1103/PhysRevD.41.2057 a5a2
10.1103/PhysRevD.41.2057 p5s1
10.1103/PhysRevD.41.2057 q1z3
10.1103/PhysRevD.41.2057 l4e2
10.1103/PhysRevD.41.2057 a5v2
10.1103/PhysRevD.41.2057 a1h1
10.1103/PhysRevD.41.2057 n3k1
10.1103/PhysRevD.41.2057 a3f1
10.1103/PhysRevD.41.2057 f1f1
10.1103/PhysRevD.41.2057 z6f2
10.1103/PhysRevD.41.2057 j4h3
10.1103/PhysRevB.30.1523 o6y3
10.1103/PhysRevA.47.4608 z4k1
10.1103/PhysRevB.30.1527 a4p2
10.1103/PhysRevB.30.1527 a4n1
10.1103/PhysRevB.30.1527 c2c3
10.1103/PhysRevB.30.1527 h4m1
10.1103/PhysRevB.30.1527 t3f2
10.1103/PhysRevD.65.016002 g4n2
10.1103/PhysRevD.65.016002 n1b2
10.1103/PhysRevD.56.3568 b4s2
10.1103/PhysRevD.56.3568 j4r3
10.1103/PhysRevA.28.462 l1j3
10.1103/PhysRevA.28.462 z2e1
10.1103/PhysRevA.28.462 r6p3
10.1103/PhysRevLett.93.069401 o6s3
10.1103/PhysRevLett.93.069401 s3z2
10.1103/PhysRevLett.93.069401 s3z1
10.1103/PhysRevA.15.814 z4k1
10.1103/PhysRevC.24.1066 a4x1
10.1103/PhysRevC.24.1066 w5k3
10.1103/PhysRevC.60.034311 g5g1
10.1103/PhysRevC.60.034311 m2j3
10.1103/PhysRevC.60.034311 u5t3
10.1103/PhysRevC.60.034311 p2r1
10.1103/PhysRevC.60.034311 b4h1
10.1103/PhysRevC.60.034311 c3o3
10.1103/PhysRevC.60.034311 d6n3
10.1103/PhysRevC.60.034311 c2t2
10.1103/PhysRevC.60.034311 e1u3
10.1103/PhysRevC.60.034311 t4w2
10.1103/PhysRevB.18.2954 v5g3
10.1103/PhysRevB.18.2954 g1p3
10.1103/PhysRevB.18.2950 t4t2
10.1103/PhysRevC.63.017604 j6z3
10.1103/PhysRevC.63.017604 s3b2
10.1103/PhysRevA.21.1708 e1e1
10.1103/PhysRevA.21.1708 j5l2
10.1103/PhysRevA.21.1708 x3b3
10.1103/PhysRevC.31.1179 n1t1
10.1103/PhysRevC.31.1179 h2q2
10.1103/PhysRevC.64.014609 p6c2
10.1103/PhysRevC.64.014609 l3p2
10.1103/PhysRevC.64.014609 u6e3
10.1103/PhysRevC.64.014609 z2u2
10.1103/PhysRevC.47.1514 e3g1
10.1103/PhysRevC.47.1514 y4s3
10.1103/PhysRevE.60.2317 l6y2
10.1103/PhysRevE.60.2317 t4n1
10.1103/PhysRevLett.65.2873 z5v1
10.1103/PhysRevLett.65.2873 d1x3
10.1103/PhysRevLett.65.2873 p6m2
10.1103/PhysRevLett.65.2873 o5q3
10.1103/PhysRevE.53.3847 u3l1
10.1103/PhysRevE.53.3847 g3y3
10.1103/PhysRevE.63.061111 p2y1
10.1103/PhysRevE.63.061111 g1n3
10.1103/PhysRevE.63.061111 k4u1
10.1103/PhysRevE.63.061111 h2l1
10.1103/PhysRevD.38.1623 j6j2
10.1103/PhysRevD.38.1623 a6w1
10.1103/PhysRevE.59.R4717 x1f2
10.1103/PhysRevE.59.R4717 u5a3
10.1103/PhysRevE.61.2453 u3y3
10.1103/PhysRevE.53.4899 z3j2
10.1103/PhysRevE.53.4899 v2w2
10.1103/PhysRevE.53.4899 v4b3
10.1103/PhysRevD.39.2100 e5b1
10.1103/PhysRevD.39.2100 g1h2
10.1103/PhysRevD.39.2100 m4j2
10.1103/PhysRevD.10.2191 k6r3
10.1103/PhysRevA.51.4152 z4k1
10.1103/PhysRevE.59.6413 z6t3
10.1103/PhysRevE.59.6413 u6m2
10.1103/PhysRevE.70.066125 n6j3
10.1103/PhysRevE.70.066125 w1z1
10.1103/PhysRevD.45.R3024 q1g2
10.1103/PhysRevD.45.R3024 j5o1
10.1103/PhysRevB.62.8824 u2b3
10.1103/PhysRevB.62.8824 v1s1
10.1103/PhysRevB.62.8824 o2l2
10.1103/PhysRevB.62.8828 a2d1
10.1103/PhysRevB.62.8828 w5m2
10.1103/PhysRevB.62.8828 u2x3
10.1103/PhysRevLett.87.165508 r3b1
10.1103/PhysRevLett.87.165508 o6u3
10.1103/PhysRevB.50.13276 y6c1
10.1103/PhysRevB.50.13276 d1p3
10.1103/PhysRevB.50.13276 e2e1
10.1103/PhysRevD.59.091701 x2l2
10.1103/PhysRevD.59.091701 q2n1
10.1103/PhysRevD.59.091701 g5h3
10.1103/PhysRevD.33.2713 v3z3
10.1103/PhysRevD.33.2713 x6o1
10.1103/PhysRevD.33.2713 t4v2
10.1103/PhysRevD.63.044023 v5l2
10.1103/PhysRevB.55.8894 z3e1
10.1103/PhysRevB.55.8894 x1r3
10.1103/PhysRevB.55.8894 g3y2
10.1103/PhysRevB.64.045113 d1t3
10.1103/PhysRevLett.88.088101 z3j2
10.1103/PhysRevLett.88.088101 m3m3
10.1103/PhysRevLett.88.088102 j1a1
10.1103/PhysRevLett.88.088102 u1r2
10.1103/PhysRevLett.90.250404 e3r2
10.1103/PhysRevB.46.11471 c2v1
10.1103/PhysRevB.46.11471 q5n3
10.1103/PhysRevB.46.11471 m5w3
10.1103/PhysRevB.46.11471 g3c2
10.1103/PhysRevB.46.11471 f1y3
10.1103/PhysRevD.16.158 e6b3
10.1103/PhysRevD.63.112002 g5m2
10.1103/PhysRevD.63.112002 l4g3
10.1103/PhysRevC.49.2578 t4u2
10.1103/PhysRevC.49.2578 p3m2
10.1103/PhysRevC.49.2578 k2z2
10.1103/PhysRevB.38.1357 d5f2
10.1103/PhysRevB.38.1357 t6q3
10.1103/PhysRevB.38.1357 e4h3
10.1103/PhysRevB.38.1357 n4z1
10.1103/PhysRevB.38.1357 d4c2
10.1103/PhysRevD.64.053002 w1f3
10.1103/PhysRevD.64.053002 f1b2
10.1103/PhysRevD.64.053002 u2g3
10.1103/PhysRevD.64.053002 p5u3
10.1103/PhysRevB.52.12921 s4k3
10.1103/PhysRevB.52.12921 h1r3
10.1103/PhysRevB.52.12921 k4n1
10.1103/PhysRevB.70.214416 l3f3
10.1103/PhysRevB.70.214416 p5f1
10.1103/PhysRevA.63.043202 l3o2
10.1103/PhysRevA.63.043202 k4s2
10.1103/PhysRevD.68.114004 v6q2
10.1103/PhysRevD.53.2071 d5u1
10.1103/PhysRevC.27.1271 c1r3
10.1103/PhysRevC.27.1271 y3j1
10.1103/PhysRevC.27.1271 c1n2
10.1103/PhysRevC.27.1271 k6d2
10.1103/PhysRevC.27.1271 f5m1
10.1103/PhysRevD.46.5168 c5k2
10.1103/PhysRevD.46.5168 n2k3
10.1103/PhysRevLett.59.1209 r3h1
10.1103/PhysRevLett.59.1209 h3v3
10.1103/PhysRevLett.59.1209 x6k1
10.1103/PhysRevLett.59.1209 x2m2
10.1103/PhysRevC.28.2446 u4x3
10.1103/PhysRevA.43.1130 r4y3
10.1103/PhysRevA.43.1130 k5j2
10.1103/PhysRevA.43.1130 p5w2
10.1103/PhysRevC.6.866 k3v1
10.1103/PhysRevC.6.866 b2e2
10.1103/PhysRevB.8.1397 o3p1
10.1103/PhysRevB.8.1397 u4z2
10.1103/PhysRevC.60.051306 n5p1
10.1103/PhysRevC.60.051306 t3j2
10.1103/PhysRevC.60.051306 w1k2
10.1103/PhysRevB.31.2517 o3p1
10.1103/PhysRevB.2.1411 m5m3
10.1103/PhysRevB.2.1411 v1o1
10.1103/PhysRevB.64.024427 t1v2
10.1103/PhysRevB.64.024427 j6x2
10.1103/PhysRevC.44.909 y4x2
10.1103/PhysRevC.44.909 l3a2
10.1103/PhysRevA.67.023201 q3b3
10.1103/PhysRevA.67.023201 w5k1
10.1103/PhysRevB.57.1572 b1p3
10.1103/PhysRevB.57.1572 c2o2
10.1103/PhysRevLett.33.709 c3p3
10.1103/PhysRevC.66.042202 g4n2
10.1103/PhysRevC.66.042202 d1r1
10.1103/PhysRevC.66.042202 h6e2
10.1103/PhysRevD.29.2417 o1n3
10.1103/PhysRevLett.72.2863 h1y2
10.1103/PhysRevLett.72.2863 j1y2
10.1103/PhysRevLett.72.2863 o1w2
10.1103/PhysRevLett.72.2863 a4v2
10.1103/PhysRevA.36.975 a5j2
10.1103/PhysRevA.36.975 n5c1
10.1103/PhysRevC.11.1854 u3u1
10.1103/PhysRevC.11.1854 v3p2
10.1103/PhysRevB.53.14637 s2x2
10.1103/PhysRevB.53.14637 p2v2
10.1103/PhysRevC.56.1171 s2l3
10.1103/PhysRevC.56.1171 h2m3
10.1103/PhysRevC.56.1175 q4q3
10.1103/PhysRevC.56.1175 g2k2
10.1103/PhysRevC.56.1175 d5k1
10.1103/PhysRevC.56.1175 h2q2
10.1103/PhysRevA.40.768 d1k2
10.1103/PhysRevA.58.3849 o4a1
10.1103/PhysRevA.58.3849 r2d2
10.1103/PhysRevA.58.3849 l2j2
10.1103/PhysRevA.58.3849 l4t1
10.1103/PhysRevA.58.3849 m3e2
10.1103/PhysRevA.58.3849 u5g1
10.1103/PhysRevD.53.5136 k3y1
10.1103/PhysRevD.53.5136 l2h3
10.1103/PhysRevB.50.12587 k3r1
10.1103/PhysRevB.50.12587 p5d2
10.1103/PhysRevB.50.12587 j2a2
10.1103/PhysRevB.50.12587 g5s3
10.1103/PhysRevB.50.12587 u4a3
10.1103/PhysRevLett.85.413 v1w1
10.1103/PhysRevB.67.155112 u5u1
10.1103/PhysRevB.67.155112 c2o2
10.1103/PhysRevD.63.017701 x2l2
10.1103/PhysRevA.65.012109 x1x1
10.1103/PhysRevA.65.012109 b5w3
10.1103/PhysRevA.65.012109 r6h1
10.1103/PhysRevD.30.2019 q4z1
10.1103/PhysRevD.30.2019 l4n1
10.1103/PhysRevD.30.2019 p5a1
10.1103/PhysRevA.65.012102 h3u1
10.1103/PhysRevA.65.012102 y5t1
10.1103/PhysRevA.65.012102 o5n3
10.1103/PhysRevA.65.012102 t5h2
10.1103/PhysRevB.3.3510 b3l1
10.1103/PhysRevB.3.3510 e1k1
10.1103/PhysRevB.67.075315 m5d3
10.1103/PhysRevB.67.075315 k6y3
10.1103/PhysRevB.67.075315 l2k2
10.1103/PhysRevLett.89.171801 s2s2
10.1103/PhysRevLett.89.171801 j2x1
10.1103/PhysRevLett.89.171801 t2w1
10.1103/PhysRevLett.89.171801 c2a2
10.1103/PhysRevLett.89.171801 q2d1
10.1103/PhysRevLett.89.171801 y1s3
10.1103/PhysRevLett.89.171801 r2x1
10.1103/PhysRevLett.89.171801 g5u1
10.1103/PhysRevLett.89.171801 b4h2
10.1103/PhysRevLett.89.171801 p4e1
10.1103/PhysRevLett.89.171801 x2y1
10.1103/PhysRevLett.89.171801 p2j1
10.1103/PhysRevLett.89.171801 p2q3
10.1103/PhysRevLett.89.171801 a4d2
10.1103/PhysRevLett.89.171801 j1m3
10.1103/PhysRevLett.89.171801 m5r2
10.1103/PhysRevLett.89.171801 y2s1
10.1103/PhysRevA.51.309 v4f1
10.1103/PhysRevA.51.309 d1t3
10.1103/PhysRevA.51.309 b3a1
10.1103/PhysRevC.49.2854 n1m2
10.1103/PhysRevC.49.2854 x1u3
10.1103/PhysRevC.49.2854 y4f2
10.1103/PhysRevA.61.012102 x6r2
10.1103/PhysRevB.42.1234 l2n1
10.1103/PhysRevB.42.1234 r6m1
10.1103/PhysRevB.42.1234 r4t3
10.1103/PhysRevD.63.044001 u3x2
10.1103/PhysRevLett.55.537 m6j1
10.1103/PhysRevD.57.5166 j1f2
10.1103/PhysRevLett.75.353 r3g1
10.1103/PhysRevLett.75.353 k2j3
10.1103/PhysRevC.60.024610 f3h3
10.1103/PhysRevC.60.024610 f3z2
10.1103/PhysRevC.60.024610 f4a3
10.1103/PhysRevD.52.133 w1f3
10.1103/PhysRevD.52.133 e2j2
10.1103/PhysRevD.22.2915 r2e3
10.1103/PhysRevD.22.2915 s2g1
10.1103/PhysRevC.4.990 g3d1
10.1103/PhysRevC.4.990 x3g1
10.1103/PhysRevD.46.5006 s6p2
10.1103/PhysRevD.46.5006 n1k1
10.1103/PhysRevD.46.5006 w3q1
10.1103/PhysRevD.46.5006 v2q2
10.1103/PhysRevD.45.4201 m5l3
10.1103/PhysRevD.45.4201 e1n2
10.1103/PhysRevE.70.026111 r3b1
10.1103/PhysRevE.70.026111 o6u3
10.1103/PhysRevA.62.042105 w5u3
10.1103/PhysRevA.62.042105 t2f2
10.1103/PhysRevA.21.1573 o3f2
10.1103/PhysRevA.21.1573 x6c3
10.1103/PhysRevA.49.2178 v3z2
10.1103/PhysRevB.54.12903 z5u1
10.1103/PhysRevB.54.12903 r3w2
10.1103/PhysRevB.54.12903 p1c2
10.1103/PhysRevC.65.054612 e3x2
10.1103/PhysRevC.65.054612 d2l1
10.1103/PhysRevD.62.095003 g6s3
10.1103/PhysRevD.62.095003 b3n3
10.1103/PhysRevD.62.095003 v3m1
10.1103/PhysRevLett.72.308 q1q2
10.1103/PhysRevB.42.11214 x6a3
10.1103/PhysRevB.1.506 k4e2
10.1103/PhysRevB.1.506 v1o1
10.1103/PhysRevB.68.085411 b1r3
10.1103/PhysRevB.68.085411 s4p2
10.1103/PhysRevB.68.085411 h4r3
10.1103/PhysRevLett.79.3310 o2z3
10.1103/PhysRevB.23.1818 e3y3
10.1103/PhysRevB.23.1818 r3c3
10.1103/PhysRevB.23.1818 v2k3
10.1103/PhysRevE.51.579 v5w3
10.1103/PhysRevE.51.579 n3d3
10.1103/PhysRevA.37.3879 z4k1
10.1103/PhysRevA.62.022716 w4l1
10.1103/PhysRevA.62.022716 b6o1
10.1103/PhysRevA.62.022716 c4c2
10.1103/PhysRevA.62.022716 m3s2
10.1103/PhysRevA.62.022716 d6n2
10.1103/PhysRevA.62.022714 y3w1
10.1103/PhysRevA.62.022714 r6j2
10.1103/PhysRevA.62.022714 u6k1
10.1103/PhysRevA.62.022714 n3h3
10.1103/PhysRevA.62.022714 s6f2
10.1103/PhysRevD.12.3191 r2v2
10.1103/PhysRevD.12.3191 k3x2
10.1103/PhysRevD.12.3191 z2d1
10.1103/PhysRevA.30.1104 f6v3
10.1103/PhysRevA.30.1104 d6n2
10.1103/PhysRevA.30.1104 h5c1
10.1103/PhysRevB.12.1432 s6q1
10.1103/PhysRevB.12.1432 o3p1
10.1103/PhysRevC.20.347 t3j2
10.1103/PhysRevB.69.115432 y4k2
10.1103/PhysRevB.69.115432 q6g1
10.1103/PhysRevD.54.5598 w1f3
10.1103/PhysRevD.54.5598 g2a2
10.1103/PhysRevD.54.5598 o1f1
10.1103/PhysRevD.54.5598 c4d2
10.1103/PhysRevA.29.1140 a6l1
10.1103/PhysRevA.29.1140 u1z3
10.1103/PhysRevB.30.2603 g5v1
10.1103/PhysRevLett.92.112301 g6t3
10.1103/PhysRevLett.92.112301 h2c1
10.1103/PhysRevLett.92.112301 e4v2
10.1103/PhysRevLett.92.112301 r4w1
10.1103/PhysRevLett.92.112301 a5d1
10.1103/PhysRevLett.92.112301 r6u3
10.1103/PhysRevLett.92.112301 s1l2
10.1103/PhysRevLett.92.112301 c2o3
10.1103/PhysRevLett.92.112301 t6m3
10.1103/PhysRevLett.92.112301 p1o2
10.1103/PhysRevLett.92.112301 j5m3
10.1103/PhysRevLett.92.112301 r2g3
10.1103/PhysRevLett.92.112301 t4w2
10.1103/PhysRevLett.92.112301 m6k1
10.1103/PhysRevLett.92.112301 w1k1
10.1103/PhysRevLett.92.112301 x4a2
10.1103/PhysRevLett.92.112301 w2c1
10.1103/PhysRevLett.92.112301 d5x1
10.1103/PhysRevLett.92.112301 u4m2
10.1103/PhysRevLett.92.112301 h3c2
10.1103/PhysRevLett.92.112301 n6c3
10.1103/PhysRevLett.92.112301 h4e1
10.1103/PhysRevLett.92.112301 p5o3
10.1103/PhysRevLett.92.112301 d1x1
10.1103/PhysRevLett.92.112301 k4q3
10.1103/PhysRevLett.92.112301 p4o2
10.1103/PhysRevLett.92.112301 j2v2
10.1103/PhysRevLett.92.112301 e3h2
10.1103/PhysRevLett.92.112301 c4l2
10.1103/PhysRevLett.92.112301 k6p3
10.1103/PhysRevLett.92.112301 g4j2
10.1103/PhysRevLett.92.112301 c3g1
10.1103/PhysRevLett.92.112301 h1y1
10.1103/PhysRevLett.92.112301 f4d1
10.1103/PhysRevLett.92.112301 d5s1
10.1103/PhysRevLett.92.112301 f2r3
10.1103/PhysRevLett.92.112301 o2z3
10.1103/PhysRevLett.92.112301 u6d1
10.1103/PhysRevLett.92.112301 g5u1
10.1103/PhysRevLett.92.112301 c4z3
10.1103/PhysRevLett.92.112301 r4q2
10.1103/PhysRevLett.92.112301 c1f2
10.1103/PhysRevLett.92.112301 p6k2
10.1103/PhysRevLett.44.1524 b4l3
10.1103/PhysRevLett.44.1524 z4k1
10.1103/PhysRevLett.89.176101 k1r3
10.1103/PhysRevLett.89.176101 t4h2
10.1103/PhysRevLett.89.176101 j1e3
10.1103/PhysRevC.2.1279 a1z3
10.1103/PhysRevC.2.1279 r3g3
10.1103/PhysRevA.67.043204 q3b3
10.1103/PhysRevA.67.043204 o4a1
10.1103/PhysRevA.67.043204 m3e2
10.1103/PhysRevLett.92.221801 s2s2
10.1103/PhysRevLett.92.221801 j2x1
10.1103/PhysRevLett.92.221801 t2w1
10.1103/PhysRevLett.92.221801 c2a2
10.1103/PhysRevLett.92.221801 q2d1
10.1103/PhysRevLett.92.221801 y1s3
10.1103/PhysRevLett.92.221801 r2x1
10.1103/PhysRevLett.92.221801 b4h2
10.1103/PhysRevLett.92.221801 x2y1
10.1103/PhysRevLett.92.221801 p2j1
10.1103/PhysRevLett.92.221801 p2q3
10.1103/PhysRevLett.92.221801 a4d2
10.1103/PhysRevLett.92.221801 j1m3
10.1103/PhysRevLett.92.221801 m5r2
10.1103/PhysRevLett.92.221801 y2s1
10.1103/PhysRevC.59.2286 l5h3
10.1103/PhysRevC.59.2286 p6t1
10.1103/PhysRevC.59.2286 u1b1
10.1103/PhysRevC.59.2286 h6j3
10.1103/PhysRevC.59.2286 c4s2
10.1103/PhysRevC.59.2286 q4m3
10.1103/PhysRevD.50.412 q2n1
10.1103/PhysRevD.50.412 c4d2
10.1103/PhysRevC.5.911 x1c1
10.1103/PhysRevC.5.911 b3a1
10.1103/PhysRevB.7.4665 o3p1
10.1103/PhysRevB.7.4665 u4z2
10.1103/PhysRevC.54.1918 g3a3
10.1103/PhysRevD.70.123520 s1p3
10.1103/PhysRevB.33.5157 h4u3
10.1103/PhysRevA.65.033805 o5n3
10.1103/PhysRevA.65.033806 o5n3
10.1103/PhysRevA.58.686 z4k1
10.1103/PhysRevLett.67.2109 n6z2
10.1103/PhysRevB.48.17960 u4q1
10.1103/PhysRevB.48.17960 m1b1
10.1103/PhysRevD.21.812 k6r1
10.1103/PhysRevD.21.812 j5o1
10.1103/PhysRevD.10.2186 k6r3
10.1103/PhysRevB.51.8628 t6y3
10.1103/PhysRevB.51.8628 r5a3
10.1103/PhysRevB.65.165111 g3v3
10.1103/PhysRevLett.77.806 q4q2
10.1103/PhysRevLett.77.806 w2s2
10.1103/PhysRevB.7.2942 f6y3
10.1103/PhysRevB.7.2942 j6t2
10.1103/PhysRevB.7.2942 u5g2
10.1103/PhysRevB.7.2942 j5a2
10.1103/PhysRevB.51.3937 w2a1
10.1103/PhysRevB.65.033409 e1m1
10.1103/PhysRevB.65.033409 m2b1
10.1103/PhysRevB.65.033409 f4y1
10.1103/PhysRevB.65.033409 o4p3
10.1103/PhysRevB.65.033409 x1c3
10.1103/PhysRevD.22.2349 s1o1
10.1103/PhysRevD.22.2349 e6u1
10.1103/PhysRevA.35.4592 z4k1
10.1103/PhysRevB.61.12394 v6a3
10.1103/PhysRevB.61.12394 u6j2
10.1103/PhysRevB.61.12394 b1u3
10.1103/PhysRevB.61.12394 g3f2
10.1103/PhysRevB.61.12394 b3a3
10.1103/PhysRevB.61.12394 p4r1
10.1103/PhysRevB.61.12394 b1j3
10.1103/PhysRevB.61.12394 x4l3
10.1103/PhysRevB.61.12394 w6q1
10.1103/PhysRevB.61.12394 h1u1
10.1103/PhysRevB.52.R9847 a2n3
10.1103/PhysRevB.52.R9847 f2b1
10.1103/PhysRevB.52.R9847 m3b1
10.1103/PhysRevC.20.1272 h6p1
10.1103/PhysRevC.20.1272 e4c1
10.1103/PhysRevC.20.1272 l6r3
10.1103/PhysRevC.20.1272 h2m3
10.1103/PhysRevC.20.1272 f2r3
10.1103/PhysRevD.18.1950 w4x1
10.1103/PhysRevD.18.1950 k6m3
10.1103/PhysRevA.48.3820 z4k1
10.1103/PhysRevA.48.3820 e2s3
10.1103/PhysRevD.28.756 e5b1
10.1103/PhysRevA.46.6817 t6b2
10.1103/PhysRevA.46.6817 e5n1
10.1103/PhysRevA.46.6817 d2l1
10.1103/PhysRevLett.73.2521 b4s2
10.1103/PhysRevLett.73.2521 j4r3
10.1103/PhysRevB.3.673 h4a3
10.1103/PhysRevB.3.673 h5d1
10.1103/PhysRevB.3.673 g1j3
10.1103/PhysRevB.69.094505 j2h2
10.1103/PhysRevB.69.094505 z1p1
10.1103/PhysRevB.69.094505 u1q3
10.1103/PhysRevA.41.4042 s3g1
10.1103/PhysRevLett.83.840 g5r2
10.1103/PhysRevLett.83.840 c4j1
10.1103/PhysRevA.67.053403 u3k1
10.1103/PhysRevA.67.053403 e5d3
10.1103/PhysRevA.67.053403 f2f2
10.1103/PhysRevA.67.053403 d1f1
10.1103/PhysRevD.61.033001 u6a3
10.1103/PhysRevD.61.033002 a6c1
10.1103/PhysRevD.61.033002 b4w3
10.1103/PhysRevB.1.488 u3q3
10.1103/PhysRevB.1.488 l3w3
10.1103/PhysRevA.52.977 g2g2
10.1103/PhysRevB.58.73 a6z2
10.1103/PhysRevB.58.73 l1d2
10.1103/PhysRevD.24.2369 c6j2
10.1103/PhysRevB.15.4130 r2x3
10.1103/PhysRevB.15.4130 v2b1
10.1103/PhysRevA.23.959 n1v2
10.1103/PhysRevA.23.959 o3q3
10.1103/PhysRevB.25.7852 z5l2
10.1103/PhysRevB.25.7852 v1d1
10.1103/PhysRevB.25.7852 v4c1
10.1103/PhysRevA.58.R34 b4k2
10.1103/PhysRevB.67.064102 q6e1
10.1103/PhysRevB.67.064102 a4f2
10.1103/PhysRevA.65.062504 q1v3
10.1103/PhysRevA.65.062504 y3f3
10.1103/PhysRevA.65.062504 x5w3
10.1103/PhysRevC.70.064610 u1m1
10.1103/PhysRevD.49.2118 o1s2
10.1103/PhysRevC.57.R35 u1m1
10.1103/PhysRevC.57.R35 n1m2
10.1103/PhysRevA.69.035201 q3b3
10.1103/PhysRevA.69.035201 w5k1
10.1103/PhysRevA.69.035201 k1f3
10.1103/PhysRevD.60.012001 s2s2
10.1103/PhysRevD.60.012001 j2x1
10.1103/PhysRevD.60.012001 t2w1
10.1103/PhysRevD.60.012001 c2a2
10.1103/PhysRevD.60.012001 x3a2
10.1103/PhysRevD.60.012001 q2d1
10.1103/PhysRevD.60.012001 n5h3
10.1103/PhysRevD.60.012001 r2x1
10.1103/PhysRevD.60.012001 g5u1
10.1103/PhysRevD.60.012001 b4h2
10.1103/PhysRevD.60.012001 p4e1
10.1103/PhysRevD.60.012001 y2s1
10.1103/PhysRevD.60.012001 x2y1
10.1103/PhysRevD.60.012001 p2j1
10.1103/PhysRevD.60.012001 j1m3
10.1103/PhysRevD.60.012001 n3o2
10.1103/PhysRevD.60.012001 w1s2
10.1103/PhysRevD.60.012001 y1s3
10.1103/PhysRevD.60.012001 k1h2
10.1103/PhysRevB.45.7513 x4q1
10.1103/PhysRevB.45.7513 x1w3
10.1103/PhysRevB.65.125403 l1b2
10.1103/PhysRevD.51.5827 e5w3
10.1103/PhysRevA.56.1879 d1k2
10.1103/PhysRevA.14.539 a4a2
10.1103/PhysRevA.14.539 y5c1
10.1103/PhysRevB.54.4379 s5t2
10.1103/PhysRevB.54.4379 l6m2
10.1103/PhysRevB.66.144413 l1b2
10.1103/PhysRevD.36.83 o3c1
10.1103/PhysRevD.36.83 d3n2
10.1103/PhysRevLett.88.181802 o3m1
10.1103/PhysRevLett.88.181802 a2w3
10.1103/PhysRevLett.88.181802 o5k1
10.1103/PhysRevD.39.316 h2w3
10.1103/PhysRevD.39.316 f4y2
10.1103/PhysRevC.35.994 o4n2
10.1103/PhysRevC.35.994 n1t1
10.1103/PhysRevC.35.994 h2q2
10.1103/PhysRevC.35.994 l6p1
10.1103/PhysRevD.65.124021 c5z2
10.1103/PhysRevD.65.124021 o5k1
10.1103/PhysRevD.65.124021 v2a1
10.1103/PhysRevE.66.066114 j1x2
10.1103/PhysRevE.66.066114 w2u2
10.1103/PhysRevD.6.2574 n2d2
10.1103/PhysRevD.6.2574 r6n3
10.1103/PhysRevB.5.2880 g1w3
